residue,residue_ID,name,anomer,absolute,ring,parent_id,site,shape,color,pubChem,comment
N-glycan_a-D-Manp_E94,NE94,Man,a,D,p,NE28,2,circle,#00A651,Man
N-glycan_a-D-Neu5Acp_E95,NE95,Neu5Ac,a,D,p,NE93,6,diamond,#A54399,Neu5Ac
N-glycan_a-D-Glcp_E96,NE96,Glc,a,D,p,N21,3,circle,#0090BC,Glc
N-glycan_b-D-Galp_E97,NE97,Gal,b,D,p,NC,6,circle,#FFD400,Gal
N-glycan_a-D-Neu5Acp_E98,NE98,Neu5Ac,a,D,p,N88,6,diamond,#A54399,Neu5Ac
N-glycan_a-D-Neu5Acp_E99,NE99,Neu5Ac,a,D,p,N8,4,diamond,#A54399,Neu5Ac
N-glycan_a-D-Neu5Acp_E100,NE100,Neu5Ac,a,D,p,NE93,3,diamond,#A54399,Neu5Ac
N-glycan_b-D-Manp_E101,NE101,Man,b,D,p,NE35,6,circle,#00A651,Man
N-glycan_a-D-Neu5Acp_E102,NE102,Neu5Ac,a,D,p,NE64,3,diamond,#A54399,Neu5Ac
N-glycan_b-D-Galp_E103,NE103,Gal,b,D,p,NE85,4,circle,#FFD400,Gal
N-glycan_a-D-Manp_E104,NE104,Man,a,D,p,NE71,2,circle,#00A651,Man
N-glycan_b-D-Manp_E105,NE105,Man,b,D,p,NE16,4,circle,#00A651,Man
N-glycan_b-D-Manp_E106,NE106,Man,b,D,p,NE16,6,circle,#00A651,Man
N-glycan_a-L-Fucp_E107,NE107,Fuc,a,L,p,NE87,3,triangle,#ED1C24,Fuc
N-glycan_a-D-Galf_E108,NE108,Gal,a,D,f,N19,2,circle,#FFD400,Gal
N-glycan_a-D-Galp_E109,NE109,Gal,a,D,p,N31,4,circle,#FFD400,Gal
N-glycan_a-D-Manp_E110,NE110,Man,a,D,p,NC,4,circle,#00A651,Man
N-glycan_a-D-Neu5Acp_E111,NE111,Neu5Ac,a,D,p,N44,6,diamond,#A54399,Neu5Ac
N-glycan_a-D-Manp_E112,NE112,Man,a,D,p,NE23,2,circle,#00A651,Man
N-glycan_b-D-GlcNAcp_E113,NE113,GlcNAc,b,D,p,NE76,2,square,#0090BC,GlcNAc
N-glycan_b-D-Galp_E114,NE114,Gal,b,D,p,N4,6,circle,#FFD400,Gal
N-glycan_b-D-Manp_E115,NE115,Man,b,D,p,N1,6,circle,#00A651,Man
N-glycan_b-D-Manp_E116,NE116,Man,b,D,p,NE16,2,circle,#00A651,Man
N-glycan_b-D-Manp_E117,NE117,Man,b,D,p,NE35,3,circle,#00A651,Man
